8812	5	8810	224
50637	9	109	85
7280	5	7279	130
36636	0	36652	180
58018	2	53508	217
6362	0	6297	2
44337	3	44359	158
21886	2	55232	213
38180	7	59046	178
41679	0	57957	203
26589	5	26588	109
60268	5	60267	214
17060	1	25820	193
651	5	650	130
45095	0	41788	238
36671	0	42120	207
16042	0	52609	48
30906	5	30904	2
52859	2	38511	209
39942	5	55809	216
6172	5	6171	39
45156	3	45159	138
14858	5	14857	210
38353	10	13539	138
24203	3	55609	132
2908	5	2907	228
41130	3	54455	229
46173	0	7911	204
4654	0	25913	222
1090	5	1089	133
27822	5	27833	217
33895	5	33894	109
56468	6	56470	225
27608	5	27607	196
40411	6	38497	77
49210	0	18184	228
44861	5	59181	175
8909	5	8896	98
50689	4	23489	63
7122	0	7112	203
32781	5	32780	70
40957	1	50801	210
39939	8	31700	102
37084	0	37477	171
40419	10	55794	208
54702	0	54703	230
47771	0	44488	220
49273	5	13272	13
25556	0	25547	140
53486	2	53489	217
38947	0	47384	212
1289	5	28818	196
46567	5	46568	206
39378	4	16522	15
56810	0	14159	140
54082	3	41640	227
52710	1	6278	210
10203	0	50958	221
19266	1	21192	231
9702	5	12591	23
25491	2	39273	124
3871	5	3870	154
47362	6	55991	230
17294	5	17293	39
37860	1	48689	223
9167	0	9165	186
18428	0	33357	200
24240	0	24231	154
54435	1	54432	230
1844	5	1843	98
54209	2	54215	228
49112	10	37760	228
51545	3	51546	90
56360	5	56359	9
41398	9	10636	146
54913	0	54914	231
28078	5	28084	151
14453	5	14473	53
40564	2	25566	208
54257	3	54258	229
20187	5	20186	56
55303	3	50460	187
26532	0	50190	215
28862	5	28861	91
36359	0	44888	94
1	2	13375	205
54404	0	54405	229
22454	3	1998	229
55554	0	52682	97
27065	0	46273	205
34804	0	22019	231
39019	1	50438	130
7695	5	7694	228
41361	3	41371	199
34315	0	34258	39
28096	1	55632	151
9731	10	38861	217
10657	0	10645	186
12868	5	12867	144
20280	5	20279	6
3880	0	39715	144
9949	5	9948	46
32645	0	4908	20
35796	6	41384	215
60478	5	60477	221
22378	0	22358	158
20119	0	32134	105
41676	9	72	133
4445	0	4446	227
58822	5	694	112
39976	0	42603	228
60097	5	24918	147
33852	0	33848	67
12266	5	12265	186
18274	9	44992	205
59456	0	51119	165
57162	5	11355	123
52853	0	38482	210
5907	0	43145	217
56593	3	50637	126
22466	0	22458	151
59464	5	21445	186
45843	0	41436	110
49053	0	38153	228
49647	0	50676	205
30982	0	30980	88
47313	0	47314	210
54824	9	54821	230
7733	0	7693	6
59183	3	25177	209
48302	5	48303	221
11161	0	23065	132
38497	8	58041	50
15622	5	15621	228
49637	0	39459	231
45125	9	45124	139
36180	0	25934	45
57999	6	38891	194
20120	1	55173	231
60357	0	37520	78
16213	0	48704	223
35360	0	41544	221
4032	5	4031	186
56368	3	37069	216
35856	2	51962	166
39725	11	53082	214
28444	0	28363	165
39786	1	42264	208
12850	5	12849	63
34174	0	34121	193
38862	10	16485	207
44749	9	44749	230
10361	0	20823	147
36671	3	4792	7
5640	5	5644	154
56197	0	56198	237
37424	0	13138	63
39067	0	37616	215
43473	0	41381	221
9920	0	17306	53
33639	3	33547	200
34327	5	34377	63
4654	0	22019	222
25285	5	25284	182
38648	1	40226	228
14674	5	14673	60
14258	0	25122	42
16457	5	16456	147
45632	1	50095	208
57764	5	29227	203
41211	0	27979	209
18434	0	18450	124
16331	1	24945	104
17516	0	9224	210
46733	1	41309	231
47085	2	47089	208
24659	0	24655	91
39942	9	36577	229
58004	0	41004	210
18999	5	19022	105
25223	0	25224	210
16359	5	47115	209
4711	0	47514	214
41351	1	50920	227
41501	12	41503	194
42047	0	59748	206
36405	0	38739	101
40473	1	32774	207
44920	3	44933	152
23413	8	23414	166
47299	4	46037	94
51060	0	11711	231
60478	5	31456	189
55575	9	55571	109
26346	0	26335	133
45722	5	23179	182
40337	1	40332	83
48532	1	25820	222
45982	3	45992	105
58188	0	58168	74
35107	0	35079	23
19640	0	40442	133
3782	0	7377	102
41620	10	44732	229
50939	0	40708	97
16905	8	49148	228
33127	0	33113	133
46587	4	25298	230
25062	0	25049	193
39293	5	47399	213
30188	5	30187	56
49473	5	34682	161
37313	0	41738	13
37626	0	37640	115
9538	5	9537	98
44100	0	20273	226
37921	1	41309	199
16775	1	33358	229
36717	0	16141	177
38870	3	36481	223
35379	5	35378	13
3119	0	3117	81
29930	1	38750	226
23631	5	23639	119
19842	3	20032	216
8317	5	8316	60
26517	1	38615	179
20033	0	40226	230
43313	10	41779	220
58005	1	58009	193
46070	0	30213	205
58534	0	58517	200
23969	3	53198	207
27919	0	38919	138
53131	1	50972	214
41417	1	23518	45
36236	0	36238	48
35841	1	56318	230
38897	8	55240	225
48934	1	38931	227
57752	5	57751	200
14412	5	14404	182
2348	0	2349	147
50889	0	55356	182
4824	1	4827	227
29398	0	29311	196
1618	1	27978	84
28167	5	28166	9
48602	0	24905	82
4132	0	43384	220
3655	0	3628	116
11786	0	11764	147
9666	0	9661	172
47435	0	47436	213
42461	3	42449	178
40363	8	58563	174
57820	0	14281	74
36731	1	45058	175
20074	0	12484	23
9107	0	45355	133
41592	3	47233	209
57641	0	3209	208
12429	5	12428	84
45944	0	34959	157
36008	4	39848	186
1633	1	27978	84
58882	12	58883	180
54016	3	54083	228
7469	0	4409	168
40415	2	14120	220
6404	5	6403	95
56419	5	56418	39
54917	6	19266	231
40630	0	15724	130
32929	5	32928	91
43982	0	43984	224
4874	0	15005	117
53536	0	39525	220
7388	5	7387	165
41177	0	41529	185
43098	1	40172	216
26367	0	26365	119
25597	0	1	175
28027	0	50983	208
56472	5	2650	210
34498	5	34497	228
28591	5	28590	175
54694	0	27617	230
27615	0	48267	221
57059	5	5312	196
20136	0	20123	70
30710	5	22295	140
51061	1	39525	188
50637	9	50637	96
3866	5	3865	158
20713	0	50500	130
44751	8	40144	230
53103	0	16136	213
24170	9	24163	213
28725	0	22019	148
42324	9	16187	208
3270	5	3269	217
22463	9	22454	70
40902	1	50654	222
27381	5	21059	74
8286	0	8281	116
37735	3	37754	154
45063	0	29988	143
19919	0	19868	102
49898	0	49897	233
546	4	40293	218
42998	1	17826	216
35938	0	37421	68
50121	0	50063	193
40532	4	54639	231
27347	1	49395	227
41522	6	40753	229
11361	0	13462	168
41419	0	50745	103
52802	0	52803	210
1838	1	27978	185
9996	5	15387	95
7063	0	7038	46
42163	4	42164	207
53997	0	53995	227
9337	5	9336	228
24255	8	54974	234
22078	1	469	36
58385	1	39973	224
50933	3	29653	208
37486	1	37487	74
28116	9	44872	207
4740	0	42506	223
42586	1	17841	213
23027	0	45694	119
36535	3	60152	232
14617	0	14581	49
48813	0	27978	225
37161	3	37162	220
12486	1	53166	213
36671	0	25298	218
7284	5	7283	130
18099	5	18098	154
31935	5	31934	77
21955	0	21914	112
44114	8	44109	226
41450	3	44417	228
45638	0	45661	114
12308	5	12307	119
1063	5	1062	39
17962	0	17960	210
38937	8	44357	227
40923	9	54533	230
42045	10	39184	104
29278	8	47449	213
42342	10	4711	208
39283	0	56826	220
50940	0	43007	216
49728	0	37566	218
55305	2	51136	233
30120	0	3627	207
27087	5	32969	98
58083	5	24563	49
31536	0	41184	221
52730	0	52726	209
30931	5	30930	182
13765	1	55232	112
60152	0	49102	228
15981	5	15980	63
17482	5	17481	39
49058	10	35891	228
22928	4	53846	223
13311	0	13309	102
1926	5	1925	168
35121	5	22212	119
5484	5	5483	13
41991	0	44643	228
767	9	23849	202
18377	5	18376	186
10521	0	10503	140
16342	5	18417	67
4470	5	4469	214
2799	5	2836	123
55624	3	55620	141
60152	8	30913	200
50939	0	37585	97
31586	0	47503	214
13871	0	13890	138
35677	1	25820	223
4261	5	4260	217
9731	1	39525	201
40730	9	51589	98
36808	5	36809	196
22616	0	22576	154
38318	8	27498	100
4711	3	40929	210
49135	7	45880	194
14902	5	14901	20
40867	0	16522	185
5734	5	33462	179
30240	5	30239	123
1530	5	31119	105
6502	0	4497	216
24770	5	24769	186
53832	6	53914	223
17413	0	8813	9
4417	5	4416	74
12661	5	18407	95
44143	0	1	227
53653	0	53660	220
6907	5	6906	228
48597	9	48596	223
4711	5	48328	221
15860	5	15859	95
19963	0	19964	193
20848	0	20823	63
54174	0	54187	228
39179	4	40307	224
9889	5	17887	175
50475	0	1	209
37813	0	41544	164
45034	0	45046	144
17338	5	17337	81
29644	8	39640	113
20033	0	35914	189
30545	0	30530	95
13871	3	21350	116
